Lower layer Super Output Areas Code,Sex (2 categories),Observation
E01002058,Female,827
E01002058,Male,748
E01002059,Female,860
E01002059,Male,702
E01002060,Female,949
E01002060,Male,759
E01002061,Female,745
E01002061,Male,799
E01002062,Female,901
E01002062,Male,839
E01002063,Female,816
E01002063,Male,686
E01002064,Female,800
E01002064,Male,679
E01002065,Female,801
E01002065,Male,795
E01002066,Female,1300
E01002066,Male,1311
E01002067,Female,887
E01002067,Male,854
E01002068,Female,1155
E01002068,Male,1090
E01002069,Female,1070
E01002069,Male,979
E01002070,Female,1328
E01002070,Male,1222
E01002071,Female,976
E01002071,Male,804
E01002072,Female,988
E01002072,Male,889
E01002073,Female,854
E01002073,Male,794
E01002074,Female,1167
E01002074,Male,1079
E01002075,Female,1003
E01002075,Male,969
E01002076,Female,973
E01002076,Male,882
E01002077,Female,1174
E01002077,Male,1095
E01002078,Female,1310
E01002078,Male,1242
E01002079,Female,949
E01002079,Male,861
E01002081,Female,1049
E01002081,Male,879
E01002082,Female,764
E01002082,Male,654
E01002083,Female,733
E01002083,Male,660
E01002084,Female,941
E01002084,Male,822
E01002085,Female,1113
E01002085,Male,1060
E01002086,Female,782
E01002086,Male,715
E01002087,Female,963
E01002087,Male,950
E01002088,Female,920
E01002088,Male,880
E01002089,Female,728
E01002089,Male,618
E01002090,Female,911
E01002090,Male,825
E01002091,Female,991
E01002091,Male,852
E01002092,Female,857
E01002092,Male,740
E01002093,Female,946
E01002093,Male,893
E01002094,Female,785
E01002094,Male,658
E01002095,Female,882
E01002095,Male,707
E01002096,Female,901
E01002096,Male,791
E01002097,Female,854
E01002097,Male,744
E01002098,Female,764
E01002098,Male,766
E01002099,Female,1062
E01002099,Male,958
E01002100,Female,926
E01002100,Male,859
E01002101,Female,984
E01002101,Male,996
E01002102,Female,1061
E01002102,Male,866
E01002103,Female,940
E01002103,Male,912
E01002104,Female,748
E01002104,Male,706
E01002105,Female,1045
E01002105,Male,1031
E01002106,Female,1034
E01002106,Male,996
E01002107,Female,906
E01002107,Male,913
E01002108,Female,936
E01002108,Male,904
E01002109,Female,967
E01002109,Male,904
E01002110,Female,833
E01002110,Male,831
E01002111,Female,1092
E01002111,Male,1108
E01002112,Female,1030
E01002112,Male,964
E01002113,Female,790
E01002113,Male,770
E01002114,Female,1200
E01002114,Male,1030
E01002115,Female,743
E01002115,Male,721
E01002116,Female,840
E01002116,Male,750
E01002118,Female,947
E01002118,Male,933
E01002119,Female,1273
E01002119,Male,1236
E01002120,Female,712
E01002120,Male,650
E01002121,Female,895
E01002121,Male,927
E01002122,Female,925
E01002122,Male,935
E01002123,Female,841
E01002123,Male,873
E01002124,Female,909
E01002124,Male,884
E01002125,Female,931
E01002125,Male,1039
E01002127,Female,945
E01002127,Male,895
E01002128,Female,1072
E01002128,Male,1044
E01002129,Female,1367
E01002129,Male,1364
E01002130,Female,1439
E01002130,Male,1470
E01002131,Female,852
E01002131,Male,859
E01002132,Female,1030
E01002132,Male,1007
E01002133,Female,1092
E01002133,Male,949
E01002134,Female,739
E01002134,Male,752
E01002135,Female,1033
E01002135,Male,982
E01002136,Female,1014
E01002136,Male,1018
E01002137,Female,528
E01002137,Male,1219
E01002138,Female,827
E01002138,Male,783
E01002139,Female,807
E01002139,Male,696
E01002140,Female,919
E01002140,Male,875
E01002141,Female,939
E01002141,Male,853
E01002142,Female,943
E01002142,Male,915
E01002143,Female,825
E01002143,Male,806
E01002144,Female,810
E01002144,Male,810
E01002145,Female,897
E01002145,Male,788
E01002146,Female,768
E01002146,Male,694
E01002147,Female,713
E01002147,Male,643
E01002148,Female,728
E01002148,Male,735
E01002149,Female,666
E01002149,Male,654
E01002150,Female,1345
E01002150,Male,1055
E01002151,Female,839
E01002151,Male,724
E01002152,Female,857
E01002152,Male,758
E01002153,Female,954
E01002153,Male,926
E01002155,Female,905
E01002155,Male,821
E01002156,Female,796
E01002156,Male,772
E01002157,Female,865
E01002157,Male,833
E01002158,Female,712
E01002158,Male,695
E01002159,Female,967
E01002159,Male,962
E01002160,Female,1238
E01002160,Male,1237
E01002161,Female,1044
E01002161,Male,1014
E01002162,Female,986
E01002162,Male,941
E01002163,Female,816
E01002163,Male,835
E01002164,Female,983
E01002164,Male,942
E01002165,Female,846
E01002165,Male,918
E01002166,Female,862
E01002166,Male,846
E01002167,Female,813
E01002167,Male,796
E01002168,Female,787
E01002168,Male,761
E01002169,Female,825
E01002169,Male,842
E01002170,Female,711
E01002170,Male,658
E01002171,Female,846
E01002171,Male,858
E01002172,Female,802
E01002172,Male,811
E01002173,Female,956
E01002173,Male,953
E01002174,Female,795
E01002174,Male,773
E01002175,Female,700
E01002175,Male,720
E01002176,Female,888
E01002176,Male,807
E01002177,Female,732
E01002177,Male,746
E01002178,Female,829
E01002178,Male,809
E01002179,Female,1348
E01002179,Male,1284
E01002181,Female,1192
E01002181,Male,1144
E01002182,Female,1051
E01002182,Male,1091
E01002183,Female,1059
E01002183,Male,1048
E01002184,Female,941
E01002184,Male,987
E01002185,Female,967
E01002185,Male,888
E01002186,Female,986
E01002186,Male,949
E01002187,Female,1042
E01002187,Male,941
E01002188,Female,841
E01002188,Male,767
E01002189,Female,895
E01002189,Male,839
E01002190,Female,885
E01002190,Male,823
E01002191,Female,1034
E01002191,Male,987
E01002192,Female,867
E01002192,Male,816
E01002193,Female,1065
E01002193,Male,980
E01002194,Female,941
E01002194,Male,897
E01002195,Female,859
E01002195,Male,799
E01002196,Female,951
E01002196,Male,871
E01002197,Female,722
E01002197,Male,695
E01002198,Female,895
E01002198,Male,917
E01002199,Female,782
E01002199,Male,788
E01002200,Female,950
E01002200,Male,1250
E01002201,Female,848
E01002201,Male,865
E01002202,Female,1080
E01002202,Male,1116
E01002203,Female,877
E01002203,Male,934
E01002204,Female,922
E01002204,Male,959
E01002206,Female,675
E01002206,Male,713
E01002207,Female,856
E01002207,Male,918
E01002208,Female,676
E01002208,Male,684
E01002209,Female,933
E01002209,Male,929
E01002210,Female,793
E01002210,Male,755
E01002211,Female,754
E01002211,Male,732
E01002212,Female,987
E01002212,Male,901
E01002214,Female,947
E01002214,Male,962
E01002215,Female,907
E01002215,Male,829
E01002216,Female,869
E01002216,Male,866
E01002217,Female,1169
E01002217,Male,1037
E01002218,Female,954
E01002218,Male,863
E01002219,Female,985
E01002219,Male,945
E01002220,Female,807
E01002220,Male,836
E01002221,Female,799
E01002221,Male,831
E01002222,Female,809
E01002222,Male,796
E01002223,Female,929
E01002223,Male,865
E01002224,Female,834
E01002224,Male,790
E01002225,Female,975
E01002225,Male,778
E01002226,Female,1410
E01002226,Male,1213
E01002227,Female,1220
E01002227,Male,1055
E01002228,Female,1178
E01002228,Male,1073
E01002229,Female,967
E01002229,Male,861
E01002230,Female,924
E01002230,Male,913
E01002231,Female,1025
E01002231,Male,1031
E01002232,Female,1071
E01002232,Male,1081
E01002233,Female,1250
E01002233,Male,1174
E01002234,Female,1007
E01002234,Male,955
E01002235,Female,958
E01002235,Male,923
E01002236,Female,1206
E01002236,Male,1121
E01002237,Female,959
E01002237,Male,1155
E01002238,Female,949
E01002238,Male,937
E01002239,Female,964
E01002239,Male,972
E01002240,Female,1025
E01002240,Male,932
E01002241,Female,977
E01002241,Male,925
E01002242,Female,967
E01002242,Male,899
E01002243,Female,1018
E01002243,Male,954
E01002244,Female,938
E01002244,Male,877
E01002245,Female,876
E01002245,Male,771
E01002246,Female,977
E01002246,Male,865
E01002247,Female,1327
E01002247,Male,1159
E01002248,Female,914
E01002248,Male,840
E01002250,Female,947
E01002250,Male,886
E01002251,Female,817
E01002251,Male,778
E01002252,Female,829
E01002252,Male,761
E01002253,Female,810
E01002253,Male,773
E01002254,Female,838
E01002254,Male,792
E01002255,Female,813
E01002255,Male,730
E01002256,Female,799
E01002256,Male,719
E01002257,Female,909
E01002257,Male,827
E01002258,Female,982
E01002258,Male,857
E01002259,Female,819
E01002259,Male,729
E01002260,Female,933
E01002260,Male,877
E01002261,Female,913
E01002261,Male,876
E01002262,Female,929
E01002262,Male,829
E01002263,Female,812
E01002263,Male,796
E01002264,Female,909
E01002264,Male,764
E01002265,Female,774
E01002265,Male,734
E01002266,Female,805
E01002266,Male,738
E01002267,Female,962
E01002267,Male,836
E01002268,Female,765
E01002268,Male,723
E01002269,Female,938
E01002269,Male,919
E01002270,Female,883
E01002270,Male,856
E01002271,Female,829
E01002271,Male,763
E01002272,Female,706
E01002272,Male,655
E01002273,Female,667
E01002273,Male,674
E01002274,Female,844
E01002274,Male,821
E01002275,Female,662
E01002275,Male,656
E01002276,Female,1109
E01002276,Male,965
E01002277,Female,835
E01002277,Male,786
E01002278,Female,898
E01002278,Male,828
E01002279,Female,882
E01002279,Male,864
E01002280,Female,980
E01002280,Male,880
E01002281,Female,1268
E01002281,Male,1195
E01002282,Female,1016
E01002282,Male,942
E01002283,Female,842
E01002283,Male,857
E01002284,Female,1069
E01002284,Male,999
E01002285,Female,708
E01002285,Male,657
E01002286,Female,821
E01002286,Male,795
E01002287,Female,832
E01002287,Male,765
E01002288,Female,821
E01002288,Male,777
E01002289,Female,866
E01002289,Male,799
E01002290,Female,760
E01002290,Male,732
E01002291,Female,755
E01002291,Male,757
E01002292,Female,887
E01002292,Male,818
E01002294,Female,768
E01002294,Male,772
E01002295,Female,1069
E01002295,Male,933
E01002296,Female,902
E01002296,Male,794
E01002297,Female,820
E01002297,Male,822
E01002298,Female,831
E01002298,Male,774
E01002299,Female,948
E01002299,Male,869
E01002300,Female,1028
E01002300,Male,973
E01002301,Female,842
E01002301,Male,795
E01002302,Female,919
E01002302,Male,804
E01002303,Female,1145
E01002303,Male,1009
E01002304,Female,781
E01002304,Male,760
E01002305,Female,907
E01002305,Male,807
E01002306,Female,981
E01002306,Male,858
E01002307,Female,984
E01002307,Male,914
E01002308,Female,985
E01002308,Male,869
E01002309,Female,915
E01002309,Male,871
E01002310,Female,984
E01002310,Male,892
E01002311,Female,994
E01002311,Male,900
E01002312,Female,884
E01002312,Male,814
E01002313,Female,1184
E01002313,Male,1076
E01002314,Female,993
E01002314,Male,863
E01002315,Female,880
E01002315,Male,847
E01002316,Female,1094
E01002316,Male,980
E01002317,Female,801
E01002317,Male,745
E01002318,Female,859
E01002318,Male,797
E01002319,Female,1021
E01002319,Male,840
E01002320,Female,783
E01002320,Male,716
E01002321,Female,905
E01002321,Male,891
E01002322,Female,987
E01002322,Male,944
E01002323,Female,890
E01002323,Male,835
E01002324,Female,784
E01002324,Male,757
E01002325,Female,1181
E01002325,Male,961
E01002326,Female,887
E01002326,Male,809
E01002327,Female,834
E01002327,Male,722
E01002328,Female,925
E01002328,Male,869
E01002329,Female,880
E01002329,Male,857
E01002330,Female,947
E01002330,Male,898
E01002331,Female,874
E01002331,Male,789
E01002332,Female,903
E01002332,Male,851
E01002333,Female,690
E01002333,Male,639
E01002334,Female,869
E01002334,Male,863
E01002335,Female,773
E01002335,Male,707
E01002336,Female,847
E01002336,Male,787
E01002337,Female,679
E01002337,Male,643
E01002338,Female,693
E01002338,Male,717
E01002339,Female,827
E01002339,Male,821
E01002340,Female,741
E01002340,Male,736
E01002341,Female,754
E01002341,Male,724
E01002342,Female,892
E01002342,Male,831
E01002343,Female,896
E01002343,Male,859
E01002344,Female,1028
E01002344,Male,942
E01002345,Female,1050
E01002345,Male,907
E01002346,Female,802
E01002346,Male,751
E01002347,Female,771
E01002347,Male,733
E01002348,Female,800
E01002348,Male,760
E01002349,Female,795
E01002349,Male,750
E01002350,Female,887
E01002350,Male,837
E01002351,Female,919
E01002351,Male,849
E01002352,Female,1020
E01002352,Male,967
E01002353,Female,1020
E01002353,Male,1025
E01002354,Female,744
E01002354,Male,642
E01002355,Female,755
E01002355,Male,737
E01002356,Female,1091
E01002356,Male,1021
E01002358,Female,1122
E01002358,Male,987
E01002359,Female,665
E01002359,Male,647
E01002360,Female,804
E01002360,Male,680
E01002361,Female,1038
E01002361,Male,943
E01002362,Female,769
E01002362,Male,738
E01002363,Female,764
E01002363,Male,716
E01002364,Female,736
E01002364,Male,619
E01002365,Female,663
E01002365,Male,680
E01002366,Female,766
E01002366,Male,782
E01002367,Female,892
E01002367,Male,852
E01002368,Female,1281
E01002368,Male,1205
E01002369,Female,1053
E01002369,Male,992
E01002370,Female,1273
E01002370,Male,1196
E01002371,Female,878
E01002371,Male,829
E01002372,Female,840
E01002372,Male,855
E01002373,Female,863
E01002373,Male,838
E01002374,Female,881
E01002374,Male,851
E01002375,Female,979
E01002375,Male,952
E01002376,Female,732
E01002376,Male,722
E01002377,Female,927
E01002377,Male,847
E01002378,Female,883
E01002378,Male,823
E01002379,Female,846
E01002379,Male,754
E01002380,Female,1158
E01002380,Male,1128
E01002381,Female,836
E01002381,Male,725
E01002382,Female,938
E01002382,Male,877
E01002383,Female,827
E01002383,Male,839
E01002384,Female,832
E01002384,Male,807
E01002385,Female,812
E01002385,Male,763
E01002386,Female,1053
E01002386,Male,1004
E01002387,Female,841
E01002387,Male,766
E01002388,Female,889
E01002388,Male,760
E01002389,Female,819
E01002389,Male,774
E01002390,Female,770
E01002390,Male,718
E01002391,Female,902
E01002391,Male,837
E01002392,Female,901
E01002392,Male,859
E01002393,Female,1062
E01002393,Male,1070
E01002394,Female,859
E01002394,Male,887
E01002395,Female,666
E01002395,Male,719
E01002396,Female,930
E01002396,Male,904
E01002397,Female,876
E01002397,Male,1082
E01002398,Female,885
E01002398,Male,970
E01002399,Female,868
E01002399,Male,809
E01002400,Female,1004
E01002400,Male,992
E01002401,Female,1191
E01002401,Male,1146
E01002402,Female,816
E01002402,Male,822
E01002403,Female,1261
E01002403,Male,1213
E01002404,Female,1038
E01002404,Male,987
E01002405,Female,960
E01002405,Male,999
E01002408,Female,828
E01002408,Male,823
E01002409,Female,1035
E01002409,Male,974
E01002410,Female,967
E01002410,Male,972
E01002411,Female,997
E01002411,Male,1132
E01002412,Female,1192
E01002412,Male,1131
E01002413,Female,827
E01002413,Male,807
E01002414,Female,1255
E01002414,Male,1441
E01002415,Female,876
E01002415,Male,838
E01002416,Female,897
E01002416,Male,847
E01002417,Female,919
E01002417,Male,860
E01002418,Female,900
E01002418,Male,877
E01002419,Female,868
E01002419,Male,822
E01002420,Female,878
E01002420,Male,738
E01002421,Female,876
E01002421,Male,827
E01002422,Female,805
E01002422,Male,759
E01002423,Female,894
E01002423,Male,925
E01002424,Female,867
E01002424,Male,828
E01002425,Female,843
E01002425,Male,853
E01002426,Female,1042
E01002426,Male,1011
E01002427,Female,830
E01002427,Male,766
E01002428,Female,772
E01002428,Male,793
E01002429,Female,766
E01002429,Male,810
E01002430,Female,703
E01002430,Male,688
E01002431,Female,674
E01002431,Male,665
E01002432,Female,791
E01002432,Male,712
E01002433,Female,1328
E01002433,Male,1169
E01002434,Female,706
E01002434,Male,626
E01002435,Female,809
E01002435,Male,727
E01002436,Female,862
E01002436,Male,817
E01002437,Female,717
E01002437,Male,701
E01002438,Female,740
E01002438,Male,702
E01002439,Female,785
E01002439,Male,764
E01002440,Female,819
E01002440,Male,765
E01002441,Female,799
E01002441,Male,802
E01002442,Female,839
E01002442,Male,786
E01002443,Female,996
E01002443,Male,1045
E01002444,Female,848
E01002444,Male,1046
E01002445,Female,909
E01002445,Male,860
E01002446,Female,980
E01002446,Male,985
E01002447,Female,995
E01002447,Male,1078
E01002448,Female,1079
E01002448,Male,1074
E01002449,Female,1042
E01002449,Male,1104
E01002450,Female,737
E01002450,Male,760
E01002451,Female,771
E01002451,Male,733
E01002452,Female,748
E01002452,Male,790
E01002453,Female,939
E01002453,Male,845
E01002454,Female,1004
E01002454,Male,916
E01002455,Female,1023
E01002455,Male,959
E01002456,Female,910
E01002456,Male,825
E01002457,Female,830
E01002457,Male,778
E01002458,Female,734
E01002458,Male,703
E01002459,Female,866
E01002459,Male,803
E01002460,Female,749
E01002460,Male,673
E01002461,Female,753
E01002461,Male,758
E01002462,Female,733
E01002462,Male,765
E01002463,Female,749
E01002463,Male,739
E01002464,Female,824
E01002464,Male,793
E01002465,Female,911
E01002465,Male,803
E01002466,Female,858
E01002466,Male,866
E01002467,Female,835
E01002467,Male,770
E01002468,Female,886
E01002468,Male,830
E01002469,Female,837
E01002469,Male,819
E01002470,Female,918
E01002470,Male,916
E01002471,Female,843
E01002471,Male,789
E01002472,Female,892
E01002472,Male,781
E01002473,Female,867
E01002473,Male,815
E01002474,Female,891
E01002474,Male,850
E01002475,Female,889
E01002475,Male,746
E01002476,Female,850
E01002476,Male,781
E01002477,Female,723
E01002477,Male,626
E01002478,Female,833
E01002478,Male,766
E01002479,Female,946
E01002479,Male,896
E01002480,Female,954
E01002480,Male,906
E01002481,Female,849
E01002481,Male,793
E01002482,Female,877
E01002482,Male,784
E01002483,Female,1005
E01002483,Male,940
E01002484,Female,757
E01002484,Male,671
E01002485,Female,1047
E01002485,Male,984
E01002486,Female,1118
E01002486,Male,1127
E01002487,Female,956
E01002487,Male,966
E01002488,Female,880
E01002488,Male,887
E01002489,Female,909
E01002489,Male,1025
E01002490,Female,1060
E01002490,Male,1078
E01002491,Female,855
E01002491,Male,867
E01002492,Female,826
E01002492,Male,875
E01002493,Female,1045
E01002493,Male,955
E01002494,Female,906
E01002494,Male,894
E01002495,Female,983
E01002495,Male,897
E01002496,Female,975
E01002496,Male,985
E01002497,Female,1268
E01002497,Male,1213
E01002498,Female,711
E01002498,Male,703
E01002499,Female,951
