Lower layer Super Output Areas Code,Migrant indicator (5 categories),Observation
E01000763,Migrant from within the UK: Address one year ago was in the UK,97
E01000763,Migrant from outside the UK: Address one year ago was outside the UK,8
E01000764,Does not apply,15
E01000764,Address one year ago is the same as the address of enumeration,1662
E01000764,Address one year ago is student term-time or boarding school address in the UK,6
E01000764,Migrant from within the UK: Address one year ago was in the UK,126
E01000764,Migrant from outside the UK: Address one year ago was outside the UK,8
E01000765,Does not apply,10
E01000765,Address one year ago is the same as the address of enumeration,1639
E01000765,Address one year ago is student term-time or boarding school address in the UK,9
E01000765,Migrant from within the UK: Address one year ago was in the UK,123
E01000765,Migrant from outside the UK: Address one year ago was outside the UK,4
E01000766,Does not apply,12
E01000766,Address one year ago is the same as the address of enumeration,1701
E01000766,Address one year ago is student term-time or boarding school address in the UK,6
E01000766,Migrant from within the UK: Address one year ago was in the UK,94
E01000766,Migrant from outside the UK: Address one year ago was outside the UK,2
E01000767,Does not apply,9
E01000767,Address one year ago is the same as the address of enumeration,1534
E01000767,Address one year ago is student term-time or boarding school address in the UK,8
E01000767,Migrant from within the UK: Address one year ago was in the UK,73
E01000767,Migrant from outside the UK: Address one year ago was outside the UK,7
E01000768,Does not apply,6
E01000768,Address one year ago is the same as the address of enumeration,1397
E01000768,Address one year ago is student term-time or boarding school address in the UK,0
E01000768,Migrant from within the UK: Address one year ago was in the UK,97
E01000768,Migrant from outside the UK: Address one year ago was outside the UK,3
E01000769,Does not apply,8
E01000769,Address one year ago is the same as the address of enumeration,1282
E01000769,Address one year ago is student term-time or boarding school address in the UK,3
E01000769,Migrant from within the UK: Address one year ago was in the UK,88
E01000769,Migrant from outside the UK: Address one year ago was outside the UK,8
E01000770,Does not apply,8
E01000770,Address one year ago is the same as the address of enumeration,1403
E01000770,Address one year ago is student term-time or boarding school address in the UK,5
E01000770,Migrant from within the UK: Address one year ago was in the UK,99
E01000770,Migrant from outside the UK: Address one year ago was outside the UK,5
E01000771,Does not apply,15
E01000771,Address one year ago is the same as the address of enumeration,1538
E01000771,Address one year ago is student term-time or boarding school address in the UK,3
E01000771,Migrant from within the UK: Address one year ago was in the UK,97
E01000771,Migrant from outside the UK: Address one year ago was outside the UK,13
E01000772,Does not apply,13
E01000772,Address one year ago is the same as the address of enumeration,1423
E01000772,Address one year ago is student term-time or boarding school address in the UK,6
E01000772,Migrant from within the UK: Address one year ago was in the UK,129
E01000772,Migrant from outside the UK: Address one year ago was outside the UK,10
E01000773,Does not apply,6
E01000773,Address one year ago is the same as the address of enumeration,1492
E01000773,Address one year ago is student term-time or boarding school address in the UK,4
E01000773,Migrant from within the UK: Address one year ago was in the UK,75
E01000773,Migrant from outside the UK: Address one year ago was outside the UK,10
E01000774,Does not apply,22
E01000774,Address one year ago is the same as the address of enumeration,1376
E01000774,Address one year ago is student term-time or boarding school address in the UK,0
E01000774,Migrant from within the UK: Address one year ago was in the UK,96
E01000774,Migrant from outside the UK: Address one year ago was outside the UK,9
E01000775,Does not apply,15
E01000775,Address one year ago is the same as the address of enumeration,2074
E01000775,Address one year ago is student term-time or boarding school address in the UK,6
E01000775,Migrant from within the UK: Address one year ago was in the UK,172
E01000775,Migrant from outside the UK: Address one year ago was outside the UK,16
E01000777,Does not apply,16
E01000777,Address one year ago is the same as the address of enumeration,1472
E01000777,Address one year ago is student term-time or boarding school address in the UK,5
E01000777,Migrant from within the UK: Address one year ago was in the UK,122
E01000777,Migrant from outside the UK: Address one year ago was outside the UK,15
E01000778,Does not apply,18
E01000778,Address one year ago is the same as the address of enumeration,1482
E01000778,Address one year ago is student term-time or boarding school address in the UK,7
E01000778,Migrant from within the UK: Address one year ago was in the UK,106
E01000778,Migrant from outside the UK: Address one year ago was outside the UK,13
E01000779,Does not apply,10
E01000779,Address one year ago is the same as the address of enumeration,1249
E01000779,Address one year ago is student term-time or boarding school address in the UK,2
E01000779,Migrant from within the UK: Address one year ago was in the UK,129
E01000779,Migrant from outside the UK: Address one year ago was outside the UK,10
E01000780,Does not apply,19
E01000780,Address one year ago is the same as the address of enumeration,1490
E01000780,Address one year ago is student term-time or boarding school address in the UK,3
E01000780,Migrant from within the UK: Address one year ago was in the UK,95
E01000780,Migrant from outside the UK: Address one year ago was outside the UK,5
E01000781,Does not apply,25
E01000781,Address one year ago is the same as the address of enumeration,1431
E01000781,Address one year ago is student term-time or boarding school address in the UK,1
E01000781,Migrant from within the UK: Address one year ago was in the UK,105
E01000781,Migrant from outside the UK: Address one year ago was outside the UK,10
E01000782,Does not apply,22
E01000782,Address one year ago is the same as the address of enumeration,1414
