Lower layer Super Output Areas Code,Over 30 with no qualifications,Observation
E01002029,Over 30 no qualifications,385
E01002030,Over 30 no qualifications,220
E01002031,Over 30 no qualifications,277
E01002032,Over 30 no qualifications,310
E01002033,Over 30 no qualifications,330
E01002034,Over 30 no qualifications,467
E01002036,Over 30 no qualifications,359
E01002037,Over 30 no qualifications,364
E01002038,Over 30 no qualifications,369
E01002039,Over 30 no qualifications,364
E01002040,Over 30 no qualifications,418
E01002041,Over 30 no qualifications,378
E01002042,Over 30 no qualifications,184
E01002043,Over 30 no qualifications,269
E01002044,Over 30 no qualifications,280
E01002045,Over 30 no qualifications,309
E01002046,Over 30 no qualifications,311
E01002047,Over 30 no qualifications,185
E01002048,Over 30 no qualifications,330
E01002049,Over 30 no qualifications,334
E01002050,Over 30 no qualifications,268
E01002051,Over 30 no qualifications,340
E01002052,Over 30 no qualifications,329
E01002053,Over 30 no qualifications,331
E01002054,Over 30 no qualifications,316
E01002055,Over 30 no qualifications,293
E01002056,Over 30 no qualifications,346
E01002057,Over 30 no qualifications,231
E01002058,Over 30 no qualifications,180
E01002059,Over 30 no qualifications,149
E01002060,Over 30 no qualifications,79
E01002061,Over 30 no qualifications,91
E01002062,Over 30 no qualifications,88
E01002063,Over 30 no qualifications,94
E01002064,Over 30 no qualifications,154
E01002065,Over 30 no qualifications,134
E01002066,Over 30 no qualifications,413
E01002067,Over 30 no qualifications,346
E01002068,Over 30 no qualifications,340
E01002069,Over 30 no qualifications,391
E01002070,Over 30 no qualifications,255
E01002071,Over 30 no qualifications,321
E01002072,Over 30 no qualifications,308
E01002073,Over 30 no qualifications,236
E01002074,Over 30 no qualifications,382
E01002075,Over 30 no qualifications,346
E01002076,Over 30 no qualifications,352
E01002077,Over 30 no qualifications,369
E01002078,Over 30 no qualifications,337
E01002079,Over 30 no qualifications,303
E01002081,Over 30 no qualifications,378
E01002082,Over 30 no qualifications,335
E01002083,Over 30 no qualifications,207
E01002084,Over 30 no qualifications,250
E01002085,Over 30 no qualifications,280
E01002086,Over 30 no qualifications,190
E01002087,Over 30 no qualifications,310
E01002088,Over 30 no qualifications,269
E01002089,Over 30 no qualifications,242
E01002090,Over 30 no qualifications,354
E01002091,Over 30 no qualifications,439
E01002092,Over 30 no qualifications,305
E01002093,Over 30 no qualifications,388
E01002094,Over 30 no qualifications,255
E01002095,Over 30 no qualifications,312
E01002096,Over 30 no qualifications,350
E01002097,Over 30 no qualifications,285
E01002098,Over 30 no qualifications,137
E01002099,Over 30 no qualifications,421
E01002100,Over 30 no qualifications,323
E01002101,Over 30 no qualifications,290
E01002102,Over 30 no qualifications,278
E01002103,Over 30 no qualifications,315
E01002104,Over 30 no qualifications,301
E01002105,Over 30 no qualifications,346
E01002106,Over 30 no qualifications,234
E01002107,Over 30 no qualifications,184
E01002108,Over 30 no qualifications,182
E01002109,Over 30 no qualifications,147
E01002110,Over 30 no qualifications,162
E01002111,Over 30 no qualifications,293
E01002112,Over 30 no qualifications,200
E01002113,Over 30 no qualifications,160
E01002114,Over 30 no qualifications,301
E01002115,Over 30 no qualifications,158
E01002116,Over 30 no qualifications,181
E01002118,Over 30 no qualifications,303
E01002119,Over 30 no qualifications,285
E01002120,Over 30 no qualifications,224
E01002121,Over 30 no qualifications,296
E01002122,Over 30 no qualifications,252
E01002123,Over 30 no qualifications,279
E01002124,Over 30 no qualifications,339
E01002125,Over 30 no qualifications,394
E01002127,Over 30 no qualifications,168
E01002128,Over 30 no qualifications,252
E01002129,Over 30 no qualifications,184
E01002130,Over 30 no qualifications,342
E01002131,Over 30 no qualifications,226
E01002132,Over 30 no qualifications,141
E01002133,Over 30 no qualifications,318
E01002134,Over 30 no qualifications,130
E01002135,Over 30 no qualifications,260
E01002136,Over 30 no qualifications,218
E01002137,Over 30 no qualifications,42
E01002138,Over 30 no qualifications,187
E01002139,Over 30 no qualifications,243
E01002140,Over 30 no qualifications,238
E01002141,Over 30 no qualifications,246
E01002142,Over 30 no qualifications,216
E01002143,Over 30 no qualifications,205
E01002144,Over 30 no qualifications,190
E01002145,Over 30 no qualifications,259
E01002146,Over 30 no qualifications,98
E01002147,Over 30 no qualifications,112
E01002148,Over 30 no qualifications,147
E01002149,Over 30 no qualifications,99
E01002150,Over 30 no qualifications,264
E01002151,Over 30 no qualifications,263
E01002152,Over 30 no qualifications,153
E01002153,Over 30 no qualifications,155
E01002155,Over 30 no qualifications,127
E01002156,Over 30 no qualifications,119
E01002157,Over 30 no qualifications,143
E01002158,Over 30 no qualifications,83
E01002159,Over 30 no qualifications,172
E01002160,Over 30 no qualifications,274
E01002161,Over 30 no qualifications,235
E01002162,Over 30 no qualifications,197
E01002163,Over 30 no qualifications,149
E01002164,Over 30 no qualifications,133
E01002165,Over 30 no qualifications,326
E01002166,Over 30 no qualifications,301
E01002167,Over 30 no qualifications,331
E01002168,Over 30 no qualifications,258
E01002169,Over 30 no qualifications,335
E01002170,Over 30 no qualifications,211
E01002171,Over 30 no qualifications,315
E01002172,Over 30 no qualifications,254
E01002173,Over 30 no qualifications,258
E01002174,Over 30 no qualifications,229
E01002175,Over 30 no qualifications,206
E01002176,Over 30 no qualifications,222
E01002177,Over 30 no qualifications,207
E01002178,Over 30 no qualifications,197
E01002179,Over 30 no qualifications,359
E01002181,Over 30 no qualifications,211
E01002182,Over 30 no qualifications,238
E01002183,Over 30 no qualifications,394
E01002184,Over 30 no qualifications,267
E01002185,Over 30 no qualifications,246
E01002186,Over 30 no qualifications,199
E01002187,Over 30 no qualifications,179
E01002188,Over 30 no qualifications,85
E01002189,Over 30 no qualifications,114
E01002190,Over 30 no qualifications,146
E01002191,Over 30 no qualifications,146
E01002192,Over 30 no qualifications,120
E01002193,Over 30 no qualifications,112
E01002194,Over 30 no qualifications,93
E01002195,Over 30 no qualifications,118
E01002196,Over 30 no qualifications,112
E01002197,Over 30 no qualifications,218
E01002198,Over 30 no qualifications,346
E01002199,Over 30 no qualifications,209
E01002200,Over 30 no qualifications,357
E01002201,Over 30 no qualifications,271
E01002202,Over 30 no qualifications,350
E01002203,Over 30 no qualifications,259
E01002204,Over 30 no qualifications,224
E01002206,Over 30 no qualifications,162
E01002207,Over 30 no qualifications,172
E01002208,Over 30 no qualifications,119
E01002209,Over 30 no qualifications,184
E01002210,Over 30 no qualifications,130
E01002211,Over 30 no qualifications,219
E01002212,Over 30 no qualifications,225
E01002214,Over 30 no qualifications,239
E01002215,Over 30 no qualifications,284
E01002216,Over 30 no qualifications,176
E01002217,Over 30 no qualifications,252
E01002218,Over 30 no qualifications,251
E01002219,Over 30 no qualifications,295
E01002220,Over 30 no qualifications,187
E01002221,Over 30 no qualifications,249
E01002222,Over 30 no qualifications,202
E01002223,Over 30 no qualifications,242
E01002224,Over 30 no qualifications,180
E01002225,Over 30 no qualifications,252
E01002226,Over 30 no qualifications,318
E01002227,Over 30 no qualifications,353
E01002228,Over 30 no qualifications,217
E01002229,Over 30 no qualifications,244
E01002230,Over 30 no qualifications,247
E01002231,Over 30 no qualifications,242
E01002232,Over 30 no qualifications,331
E01002233,Over 30 no qualifications,334
E01002234,Over 30 no qualifications,231
E01002235,Over 30 no qualifications,351
E01002236,Over 30 no qualifications,332
E01002237,Over 30 no qualifications,202
E01002238,Over 30 no qualifications,196
E01002239,Over 30 no qualifications,179
E01002240,Over 30 no qualifications,201
E01002241,Over 30 no qualifications,188
E01002242,Over 30 no qualifications,177
E01002243,Over 30 no qualifications,279
E01002244,Over 30 no qualifications,216
E01002245,Over 30 no qualifications,273
E01002246,Over 30 no qualifications,356
E01002247,Over 30 no qualifications,286
E01002248,Over 30 no qualifications,241
E01002250,Over 30 no qualifications,224
E01002251,Over 30 no qualifications,266
E01002252,Over 30 no qualifications,255
E01002253,Over 30 no qualifications,154
E01002254,Over 30 no qualifications,166
E01002255,Over 30 no qualifications,188
E01002256,Over 30 no qualifications,211
E01002257,Over 30 no qualifications,172
E01002258,Over 30 no qualifications,249
E01002259,Over 30 no qualifications,195
E01002260,Over 30 no qualifications,239
E01002261,Over 30 no qualifications,260
E01002262,Over 30 no qualifications,285
E01002263,Over 30 no qualifications,246
E01002264,Over 30 no qualifications,289
E01002265,Over 30 no qualifications,220
E01002266,Over 30 no qualifications,264
E01002267,Over 30 no qualifications,369
E01002268,Over 30 no qualifications,182
E01002269,Over 30 no qualifications,256
E01002270,Over 30 no qualifications,262
E01002271,Over 30 no qualifications,230
E01002272,Over 30 no qualifications,165
E01002273,Over 30 no qualifications,201
E01002274,Over 30 no qualifications,197
E01002275,Over 30 no qualifications,223
E01002276,Over 30 no qualifications,372
E01002277,Over 30 no qualifications,259
E01002278,Over 30 no qualifications,303
E01002279,Over 30 no qualifications,308
E01002280,Over 30 no qualifications,260
E01002281,Over 30 no qualifications,305
E01002282,Over 30 no qualifications,243
E01002283,Over 30 no qualifications,273
E01002284,Over 30 no qualifications,277
E01002285,Over 30 no qualifications,237
E01002286,Over 30 no qualifications,205
E01002287,Over 30 no qualifications,221
E01002288,Over 30 no qualifications,197
E01002289,Over 30 no qualifications,218
E01002290,Over 30 no qualifications,260
E01002291,Over 30 no qualifications,263
E01002292,Over 30 no qualifications,259
E01002294,Over 30 no qualifications,242
E01002295,Over 30 no qualifications,239
E01002296,Over 30 no qualifications,284
E01002297,Over 30 no qualifications,271
E01002298,Over 30 no qualifications,220
E01002299,Over 30 no qualifications,282
E01002300,Over 30 no qualifications,269
E01002301,Over 30 no qualifications,294
E01002302,Over 30 no qualifications,216
E01002303,Over 30 no qualifications,353
E01002304,Over 30 no qualifications,333
E01002305,Over 30 no qualifications,251
E01002306,Over 30 no qualifications,289
E01002307,Over 30 no qualifications,246
E01002308,Over 30 no qualifications,342
E01002309,Over 30 no qualifications,280
E01002310,Over 30 no qualifications,412
E01002311,Over 30 no qualifications,322
E01002312,Over 30 no qualifications,356
E01002313,Over 30 no qualifications,375
E01002314,Over 30 no qualifications,316
E01002315,Over 30 no qualifications,264
E01002316,Over 30 no qualifications,328
E01002317,Over 30 no qualifications,173
E01002318,Over 30 no qualifications,248
E01002319,Over 30 no qualifications,243
E01002320,Over 30 no qualifications,162
E01002321,Over 30 no qualifications,259
E01002322,Over 30 no qualifications,216
E01002323,Over 30 no qualifications,213
E01002324,Over 30 no qualifications,311
E01002325,Over 30 no qualifications,386
E01002326,Over 30 no qualifications,263
E01002327,Over 30 no qualifications,257
E01002328,Over 30 no qualifications,211
E01002329,Over 30 no qualifications,233
E01002330,Over 30 no qualifications,267
E01002331,Over 30 no qualifications,251
E01002332,Over 30 no qualifications,281
E01002333,Over 30 no qualifications,210
E01002334,Over 30 no qualifications,258
E01002335,Over 30 no qualifications,249
E01002336,Over 30 no qualifications,292
E01002337,Over 30 no qualifications,208
E01002338,Over 30 no qualifications,196
E01002339,Over 30 no qualifications,199
E01002340,Over 30 no qualifications,144
E01002341,Over 30 no qualifications,207
E01002342,Over 30 no qualifications,304
E01002343,Over 30 no qualifications,325
E01002344,Over 30 no qualifications,322
E01002345,Over 30 no qualifications,260
E01002346,Over 30 no qualifications,232
E01002347,Over 30 no qualifications,236
E01002348,Over 30 no qualifications,289
E01002349,Over 30 no qualifications,285
E01002350,Over 30 no qualifications,276
E01002351,Over 30 no qualifications,188
E01002352,Over 30 no qualifications,209
E01002353,Over 30 no qualifications,257
E01002354,Over 30 no qualifications,176
E01002355,Over 30 no qualifications,141
E01002356,Over 30 no qualifications,253
E01002358,Over 30 no qualifications,214
E01002359,Over 30 no qualifications,187
E01002360,Over 30 no qualifications,341
E01002361,Over 30 no qualifications,309
E01002362,Over 30 no qualifications,179
E01002363,Over 30 no qualifications,235
E01002364,Over 30 no qualifications,236
E01002365,Over 30 no qualifications,195
E01002366,Over 30 no qualifications,231
E01002367,Over 30 no qualifications,185
E01002368,Over 30 no qualifications,346
E01002369,Over 30 no qualifications,318
E01002370,Over 30 no qualifications,349
E01002371,Over 30 no qualifications,293
E01002372,Over 30 no qualifications,267
E01002373,Over 30 no qualifications,273
E01002374,Over 30 no qualifications,289
E01002375,Over 30 no qualifications,302
E01002376,Over 30 no qualifications,162
E01002377,Over 30 no qualifications,212
E01002378,Over 30 no qualifications,180
E01002379,Over 30 no qualifications,150
E01002380,Over 30 no qualifications,304
E01002381,Over 30 no qualifications,203
E01002382,Over 30 no qualifications,194
E01002383,Over 30 no qualifications,209
E01002384,Over 30 no qualifications,185
E01002385,Over 30 no qualifications,212
E01002386,Over 30 no qualifications,260
E01002387,Over 30 no qualifications,167
E01002388,Over 30 no qualifications,164
E01002389,Over 30 no qualifications,200
E01002390,Over 30 no qualifications,146
E01002391,Over 30 no qualifications,222
