Lower layer Super Output Areas Code,Country of birth (UK) (3 categories),Observation
E01000337,Does not apply,0
E01000337,Born in the UK,1193
E01000337,Born outside the UK,543
E01000338,Does not apply,0
E01000338,Born in the UK,1237
E01000338,Born outside the UK,617
E01000339,Does not apply,0
E01000339,Born in the UK,1451
E01000339,Born outside the UK,168
E01000340,Does not apply,0
E01000340,Born in the UK,1369
E01000340,Born outside the UK,215
E01000341,Does not apply,0
E01000341,Born in the UK,1372
E01000341,Born outside the UK,170
E01000342,Does not apply,0
E01000342,Born in the UK,1360
E01000342,Born outside the UK,164
E01000343,Does not apply,0
E01000343,Born in the UK,1331
E01000343,Born outside the UK,178
E01000344,Does not apply,0
E01000344,Born in the UK,1407
E01000344,Born outside the UK,185
E01000345,Does not apply,0
E01000345,Born in the UK,1228
E01000345,Born outside the UK,114
E01000346,Does not apply,0
E01000346,Born in the UK,1427
E01000346,Born outside the UK,160
E01000347,Does not apply,0
E01000347,Born in the UK,1305
E01000347,Born outside the UK,216
E01000348,Does not apply,0
E01000348,Born in the UK,1395
E01000348,Born outside the UK,120
E01000349,Does not apply,0
E01000349,Born in the UK,1509
E01000349,Born outside the UK,214
E01000350,Does not apply,0
E01000350,Born in the UK,1334
E01000350,Born outside the UK,152
E01000351,Does not apply,0
E01000351,Born in the UK,1428
E01000351,Born outside the UK,184
E01000352,Does not apply,0
E01000352,Born in the UK,1360
E01000352,Born outside the UK,258
E01000353,Does not apply,0
E01000353,Born in the UK,1428
E01000353,Born outside the UK,209
E01000354,Does not apply,0
E01000354,Born in the UK,1237
E01000354,Born outside the UK,254
E01000355,Does not apply,0
E01000355,Born in the UK,1254
E01000355,Born outside the UK,187
E01000356,Does not apply,0
E01000356,Born in the UK,1252
E01000356,Born outside the UK,316
E01000357,Does not apply,0
E01000357,Born in the UK,1176
E01000357,Born outside the UK,227
E01000358,Does not apply,0
E01000358,Born in the UK,1347
E01000358,Born outside the UK,311
E01000359,Does not apply,0
E01000359,Born in the UK,1043
E01000359,Born outside the UK,220
E01000360,Does not apply,0
E01000360,Born in the UK,1408
E01000360,Born outside the UK,502
E01000361,Does not apply,0
E01000361,Born in the UK,1376
E01000361,Born outside the UK,215
E01000362,Does not apply,0
E01000362,Born in the UK,1518
E01000362,Born outside the UK,346
E01000363,Does not apply,0
E01000363,Born in the UK,1269
E01000363,Born outside the UK,292
E01000364,Does not apply,0
E01000364,Born in the UK,1365
E01000364,Born outside the UK,333
E01000365,Does not apply,0
E01000365,Born in the UK,1382
E01000365,Born outside the UK,345
E01000366,Does not apply,0
E01000366,Born in the UK,1262
E01000366,Born outside the UK,378
E01000367,Does not apply,0
E01000367,Born in the UK,1696
E01000367,Born outside the UK,570
E01000368,Does not apply,0
E01000368,Born in the UK,1387
E01000368,Born outside the UK,293
E01000369,Does not apply,0
E01000369,Born in the UK,1457
E01000369,Born outside the UK,270
E01000370,Does not apply,0
E01000370,Born in the UK,1300
E01000370,Born outside the UK,259
E01000371,Does not apply,0
E01000371,Born in the UK,1420
E01000371,Born outside the UK,200
E01000372,Does not apply,0
E01000372,Born in the UK,1350
E01000372,Born outside the UK,339
E01000373,Does not apply,0
E01000373,Born in the UK,913
E01000373,Born outside the UK,412
E01000374,Does not apply,0
E01000374,Born in the UK,1261
E01000374,Born outside the UK,316
E01000375,Does not apply,0
E01000375,Born in the UK,1626
E01000375,Born outside the UK,502
E01000376,Does not apply,0
E01000376,Born in the UK,1320
E01000376,Born outside the UK,294
E01000377,Does not apply,0
E01000377,Born in the UK,1287
E01000377,Born outside the UK,187
E01000379,Does not apply,0
E01000379,Born in the UK,1416
E01000379,Born outside the UK,296
E01000380,Does not apply,0
E01000380,Born in the UK,1476
E01000380,Born outside the UK,260
E01000381,Does not apply,0
E01000381,Born in the UK,1453
E01000381,Born outside the UK,164
E01000382,Does not apply,0
E01000382,Born in the UK,1382
E01000382,Born outside the UK,190
E01000383,Does not apply,0
E01000383,Born in the UK,1400
E01000383,Born outside the UK,193
E01000384,Does not apply,0
E01000384,Born in the UK,1473
E01000384,Born outside the UK,246
E01000385,Does not apply,0
E01000385,Born in the UK,1657
E01000385,Born outside the UK,349
E01000386,Does not apply,0
E01000386,Born in the UK,1218
E01000386,Born outside the UK,319
E01000387,Does not apply,0
E01000387,Born in the UK,1366
E01000387,Born outside the UK,192
E01000388,Does not apply,0
E01000388,Born in the UK,1197
E01000388,Born outside the UK,316
E01000389,Does not apply,0
E01000389,Born in the UK,1362
E01000389,Born outside the UK,338
E01000390,Does not apply,0
E01000390,Born in the UK,1136
E01000390,Born outside the UK,196
E01000391,Does not apply,0
E01000391,Born in the UK,1445
E01000391,Born outside the UK,303
E01000392,Does not apply,0
E01000392,Born in the UK,1322
E01000392,Born outside the UK,635
E01000393,Does not apply,0
E01000393,Born in the UK,1284
E01000393,Born outside the UK,410
E01000394,Does not apply,0
E01000394,Born in the UK,1313
E01000394,Born outside the UK,315
E01000395,Does not apply,0
E01000395,Born in the UK,1252
E01000395,Born outside the UK,277
E01000396,Does not apply,0
E01000396,Born in the UK,1220
E01000396,Born outside the UK,232
E01000398,Does not apply,0
E01000398,Born in the UK,1252
E01000398,Born outside the UK,341
E01000399,Does not apply,0
E01000399,Born in the UK,1185
E01000399,Born outside the UK,386
E01000400,Does not apply,0
E01000400,Born in the UK,1148
E01000400,Born outside the UK,424
E01000401,Does not apply,0
E01000401,Born in the UK,1380
E01000401,Born outside the UK,436
E01000402,Does not apply,0
E01000402,Born in the UK,1233
E01000402,Born outside the UK,372
E01000403,Does not apply,0
E01000403,Born in the UK,1739
E01000403,Born outside the UK,665
E01000404,Does not apply,0
E01000404,Born in the UK,1547
E01000404,Born outside the UK,876
E01000405,Does not apply,0
E01000405,Born in the UK,1119
E01000405,Born outside the UK,457
E01000406,Does not apply,0
E01000406,Born in the UK,1462
E01000406,Born outside the UK,682
E01000407,Does not apply,0
E01000407,Born in the UK,1362
E01000407,Born outside the UK,508
E01000408,Does not apply,0
E01000408,Born in the UK,1119
E01000408,Born outside the UK,655
E01000409,Does not apply,0
E01000409,Born in the UK,1431
E01000409,Born outside the UK,312
E01000410,Does not apply,0
E01000410,Born in the UK,1355
E01000410,Born outside the UK,306
E01000411,Does not apply,0
E01000411,Born in the UK,1255
E01000411,Born outside the UK,239
E01000412,Does not apply,0
E01000412,Born in the UK,1393
E01000412,Born outside the UK,373
E01000413,Does not apply,0
E01000413,Born in the UK,1144
E01000413,Born outside the UK,203
E01000414,Does not apply,0
E01000414,Born in the UK,1293
E01000414,Born outside the UK,601
E01000415,Does not apply,0
E01000415,Born in the UK,1163
E01000415,Born outside the UK,305
E01000416,Does not apply,0
E01000416,Born in the UK,888
E01000416,Born outside the UK,743
E01000417,Does not apply,0
E01000417,Born in the UK,1285
E01000417,Born outside the UK,455
E01000418,Does not apply,0
E01000418,Born in the UK,1192
E01000418,Born outside the UK,754
E01000419,Does not apply,0
E01000419,Born in the UK,1178
E01000419,Born outside the UK,317
E01000420,Does not apply,0
E01000420,Born in the UK,1272
E01000420,Born outside the UK,250
E01000421,Does not apply,0
E01000421,Born in the UK,1307
E01000421,Born outside the UK,213
E01000422,Does not apply,0
E01000422,Born in the UK,784
E01000422,Born outside the UK,554
E01000423,Does not apply,0
E01000423,Born in the UK,1423
E01000423,Born outside the UK,184
E01000424,Does not apply,0
E01000424,Born in the UK,1528
E01000424,Born outside the UK,199
E01000425,Does not apply,0
E01000425,Born in the UK,1620
E01000425,Born outside the UK,180
E01000426,Does not apply,0
E01000426,Born in the UK,1452
E01000426,Born outside the UK,220
E01000427,Does not apply,0
E01000427,Born in the UK,1774
E01000427,Born outside the UK,237
E01000428,Does not apply,0
E01000428,Born in the UK,1519
E01000428,Born outside the UK,381
E01000429,Does not apply,0
E01000429,Born in the UK,1159
E01000429,Born outside the UK,534
E01000430,Does not apply,0
E01000430,Born in the UK,1368
E01000430,Born outside the UK,682
E01000431,Does not apply,0
E01000431,Born in the UK,849
E01000431,Born outside the UK,351
E01000433,Does not apply,0
E01000433,Born in the UK,1460
E01000433,Born outside the UK,497
E01000434,Does not apply,0
E01000434,Born in the UK,1273
E01000434,Born outside the UK,320
E01000435,Does not apply,0
E01000435,Born in the UK,1154
E01000435,Born outside the UK,336
E01000436,Does not apply,0
E01000436,Born in the UK,1544
E01000436,Born outside the UK,214
E01000437,Does not apply,0
E01000437,Born in the UK,1191
E01000437,Born outside the UK,182
E01000438,Does not apply,0
E01000438,Born in the UK,1395
E01000438,Born outside the UK,293
E01000439,Does not apply,0
E01000439,Born in the UK,1144
E01000439,Born outside the UK,280
E01000440,Does not apply,0
E01000440,Born in the UK,1182
E01000440,Born outside the UK,203
E01000441,Does not apply,0
E01000441,Born in the UK,1452
E01000441,Born outside the UK,350
E01000442,Does not apply,0
E01000442,Born in the UK,1429
E01000442,Born outside the UK,250
E01000443,Does not apply,0
E01000443,Born in the UK,1189
E01000443,Born outside the UK,140
E01000444,Does not apply,0
E01000444,Born in the UK,1463
E01000444,Born outside the UK,179
E01000445,Does not apply,0
E01000445,Born in the UK,1467
E01000445,Born outside the UK,199
E01000446,Does not apply,0
E01000446,Born in the UK,1377
E01000446,Born outside the UK,128
E01000447,Does not apply,0
E01000447,Born in the UK,1685
E01000447,Born outside the UK,274
E01000448,Does not apply,0
E01000448,Born in the UK,1226
E01000448,Born outside the UK,122
E01000449,Does not apply,0
E01000449,Born in the UK,1393
E01000449,Born outside the UK,170
E01000450,Does not apply,0
E01000450,Born in the UK,1453
E01000450,Born outside the UK,348
E01000451,Does not apply,0
E01000451,Born in the UK,1420
E01000451,Born outside the UK,330
E01000452,Does not apply,0
E01000452,Born in the UK,1162
E01000452,Born outside the UK,258
E01000453,Does not apply,0
E01000453,Born in the UK,1206
E01000453,Born outside the UK,273
E01000454,Does not apply,0
E01000454,Born in the UK,1216
E01000454,Born outside the UK,415
E01000455,Does not apply,0
E01000455,Born in the UK,1324
E01000455,Born outside the UK,468
E01000456,Does not apply,0
E01000456,Born in the UK,1141
E01000456,Born outside the UK,281
E01000457,Does not apply,0
E01000457,Born in the UK,1785
E01000457,Born outside the UK,389
E01000458,Does not apply,0
E01000458,Born in the UK,1363
E01000458,Born outside the UK,179
E01000459,Does not apply,0
E01000459,Born in the UK,1576
E01000459,Born outside the UK,295
E01000460,Does not apply,0
E01000460,Born in the UK,1114
E01000460,Born outside the UK,147
E01000461,Does not apply,0
E01000461,Born in the UK,1427
E01000461,Born outside the UK,210
E01000462,Does not apply,0
E01000462,Born in the UK,1670
E01000462,Born outside the UK,384
E01000463,Does not apply,0
E01000463,Born in the UK,1100
E01000463,Born outside the UK,151
E01000464,Does not apply,0
E01000464,Born in the UK,883
E01000464,Born outside the UK,635
E01000465,Does not apply,0
E01000465,Born in the UK,1127
E01000465,Born outside the UK,563
E01000466,Does not apply,0
E01000466,Born in the UK,967
E01000466,Born outside the UK,749
E01000467,Does not apply,0
E01000467,Born in the UK,984
E01000467,Born outside the UK,695
E01000468,Does not apply,0
E01000468,Born in the UK,1555
E01000468,Born outside the UK,1377
E01000469,Does not apply,0
E01000469,Born in the UK,929
E01000469,Born outside the UK,807
E01000470,Does not apply,0
E01000470,Born in the UK,838
E01000470,Born outside the UK,469
E01000471,Does not apply,0
E01000471,Born in the UK,575
E01000471,Born outside the UK,1146
E01000472,Does not apply,0
E01000472,Born in the UK,848
E01000472,Born outside the UK,1556
E01000473,Does not apply,0
E01000473,Born in the UK,787
E01000473,Born outside the UK,1917
E01000474,Does not apply,0
E01000474,Born in the UK,813
E01000474,Born outside the UK,1459
E01000475,Does not apply,0
E01000475,Born in the UK,736
E01000475,Born outside the UK,1388
E01000476,Does not apply,0
E01000476,Born in the UK,629
E01000476,Born outside the UK,1567
E01000477,Does not apply,0
E01000477,Born in the UK,641
E01000477,Born outside the UK,1735
E01000478,Does not apply,0
E01000478,Born in the UK,824
E01000478,Born outside the UK,1704
E01000479,Does not apply,0
E01000479,Born in the UK,843
E01000479,Born outside the UK,916
E01000480,Does not apply,0
E01000480,Born in the UK,710
E01000480,Born outside the UK,978
E01000481,Does not apply,0
E01000481,Born in the UK,680
E01000481,Born outside the UK,955
E01000483,Does not apply,0
E01000483,Born in the UK,763
E01000483,Born outside the UK,1089
E01000484,Does not apply,0
E01000484,Born in the UK,997
E01000484,Born outside the UK,768
E01000485,Does not apply,0
E01000485,Born in the UK,677
E01000485,Born outside the UK,927
E01000486,Does not apply,0
E01000486,Born in the UK,721
E01000486,Born outside the UK,977
E01000487,Does not apply,0
E01000487,Born in the UK,712
E01000487,Born outside the UK,1275
E01000488,Does not apply,0
E01000488,Born in the UK,767
E01000488,Born outside the UK,880
E01000489,Does not apply,0
E01000489,Born in the UK,895
E01000489,Born outside the UK,833
E01000490,Does not apply,0
E01000490,Born in the UK,861
E01000490,Born outside the UK,911
E01000491,Does not apply,0
E01000491,Born in the UK,1109
E01000491,Born outside the UK,958
E01000492,Does not apply,0
E01000492,Born in the UK,729
E01000492,Born outside the UK,545
E01000493,Does not apply,0
E01000493,Born in the UK,953
E01000493,Born outside the UK,644
E01000494,Does not apply,0
E01000494,Born in the UK,818
E01000494,Born outside the UK,942
E01000495,Does not apply,0
E01000495,Born in the UK,760
E01000495,Born outside the UK,831
E01000497,Does not apply,0
E01000497,Born in the UK,816
E01000497,Born outside the UK,1255
E01000498,Does not apply,0
E01000498,Born in the UK,691
E01000498,Born outside the UK,993
E01000499,Does not apply,0
E01000499,Born in the UK,839
E01000499,Born outside the UK,1057
E01000501,Does not apply,0
E01000501,Born in the UK,1048
E01000501,Born outside the UK,983
E01000502,Does not apply,0
E01000502,Born in the UK,917
E01000502,Born outside the UK,963
E01000503,Does not apply,0
E01000503,Born in the UK,1002
E01000503,Born outside the UK,1091
E01000504,Does not apply,0
E01000504,Born in the UK,995
E01000504,Born outside the UK,804
E01000505,Does not apply,0
E01000505,Born in the UK,908
E01000505,Born outside the UK,769
E01000506,Does not apply,0
E01000506,Born in the UK,647
E01000506,Born outside the UK,1010
E01000507,Does not apply,0
E01000507,Born in the UK,780
E01000507,Born outside the UK,837
E01000508,Does not apply,0
E01000508,Born in the UK,1379
E01000508,Born outside the UK,1234
E01000509,Does not apply,0
E01000509,Born in the UK,530
E01000509,Born outside the UK,908
E01000510,Does not apply,0
E01000510,Born in the UK,590
E01000510,Born outside the UK,1082
E01000511,Does not apply,0
E01000511,Born in the UK,870
E01000511,Born outside the UK,900
E01000512,Does not apply,0
E01000512,Born in the UK,915
E01000512,Born outside the UK,788
E01000513,Does not apply,0
E01000513,Born in the UK,745
E01000513,Born outside the UK,933
E01000514,Does not apply,0
E01000514,Born in the UK,691
E01000514,Born outside the UK,879
